frequency (Hz),distance (ft),tx_gain (dBi),rx_gain (dBi),fspl (dB)
200000000.0,1365,2,7,61.853552194166355
200000000.0,1365,2,8,60.853552194166355
200000000.0,1365,2,9,59.853552194166355
200000000.0,1365,2,10,58.853552194166355
200000000.0,1365,2,11,57.853552194166355
200000000.0,1365,2,12,56.853552194166355
200000000.0,1365,2,13,55.853552194166355
200000000.0,1365,2,14,54.853552194166355
200000000.0,1365,2,15,53.853552194166355
200000000.0,1365,3,0,67.85355219416635
200000000.0,1365,3,1,66.85355219416635
200000000.0,1365,3,2,65.85355219416635
200000000.0,1365,3,3,64.85355219416635
200000000.0,1365,3,4,63.853552194166355
200000000.0,1365,3,5,62.853552194166355
200000000.0,1365,3,6,61.853552194166355
200000000.0,1365,3,7,60.853552194166355
200000000.0,1365,3,8,59.853552194166355
200000000.0,1365,3,9,58.853552194166355
200000000.0,1365,3,10,57.853552194166355
200000000.0,1365,3,11,56.853552194166355
200000000.0,1365,3,12,55.853552194166355
200000000.0,1365,3,13,54.853552194166355
200000000.0,1365,3,14,53.853552194166355
200000000.0,1365,3,15,52.853552194166355
200000000.0,1365,4,0,66.85355219416635
200000000.0,1365,4,1,65.85355219416635
200000000.0,1365,4,2,64.85355219416635
200000000.0,1365,4,3,63.853552194166355
200000000.0,1365,4,4,62.853552194166355
200000000.0,1365,4,5,61.853552194166355
200000000.0,1365,4,6,60.853552194166355
200000000.0,1365,4,7,59.853552194166355
200000000.0,1365,4,8,58.853552194166355
200000000.0,1365,4,9,57.853552194166355
200000000.0,1365,4,10,56.853552194166355
200000000.0,1365,4,11,55.853552194166355
200000000.0,1365,4,12,54.853552194166355
200000000.0,1365,4,13,53.853552194166355
200000000.0,1365,4,14,52.853552194166355
200000000.0,1365,4,15,51.853552194166355
200000000.0,1365,5,0,65.85355219416635
200000000.0,1365,5,1,64.85355219416635
200000000.0,1365,5,2,63.853552194166355
200000000.0,1365,5,3,62.853552194166355
200000000.0,1365,5,4,61.853552194166355
200000000.0,1365,5,5,60.853552194166355
200000000.0,1365,5,6,59.853552194166355
200000000.0,1365,5,7,58.853552194166355
200000000.0,1365,5,8,57.853552194166355
200000000.0,1365,5,9,56.853552194166355
200000000.0,1365,5,10,55.853552194166355
200000000.0,1365,5,11,54.853552194166355
200000000.0,1365,5,12,53.853552194166355
200000000.0,1365,5,13,52.853552194166355
200000000.0,1365,5,14,51.853552194166355
200000000.0,1365,5,15,50.853552194166355
200000000.0,1365,6,0,64.85355219416635
200000000.0,1365,6,1,63.853552194166355
200000000.0,1365,6,2,62.853552194166355
200000000.0,1365,6,3,61.853552194166355
200000000.0,1365,6,4,60.853552194166355
200000000.0,1365,6,5,59.853552194166355
200000000.0,1365,6,6,58.853552194166355
200000000.0,1365,6,7,57.853552194166355
200000000.0,1365,6,8,56.853552194166355
200000000.0,1365,6,9,55.853552194166355
200000000.0,1365,6,10,54.853552194166355
200000000.0,1365,6,11,53.853552194166355
200000000.0,1365,6,12,52.853552194166355
200000000.0,1365,6,13,51.853552194166355
200000000.0,1365,6,14,50.853552194166355
200000000.0,1365,6,15,49.853552194166355
200000000.0,1365,7,0,63.853552194166355
200000000.0,1365,7,1,62.853552194166355
200000000.0,1365,7,2,61.853552194166355
200000000.0,1365,7,3,60.853552194166355
200000000.0,1365,7,4,59.853552194166355
200000000.0,1365,7,5,58.853552194166355
200000000.0,1365,7,6,57.853552194166355
200000000.0,1365,7,7,56.853552194166355
200000000.0,1365,7,8,55.853552194166355
200000000.0,1365,7,9,54.853552194166355
200000000.0,1365,7,10,53.853552194166355
200000000.0,1365,7,11,52.853552194166355
200000000.0,1365,7,12,51.853552194166355
200000000.0,1365,7,13,50.853552194166355
200000000.0,1365,7,14,49.853552194166355
200000000.0,1365,7,15,48.853552194166355
200000000.0,1365,8,0,62.853552194166355
200000000.0,1365,8,1,61.853552194166355
200000000.0,1365,8,2,60.853552194166355
200000000.0,1365,8,3,59.853552194166355
200000000.0,1365,8,4,58.853552194166355
200000000.0,1365,8,5,57.853552194166355
200000000.0,1365,8,6,56.853552194166355
200000000.0,1365,8,7,55.853552194166355
200000000.0,1365,8,8,54.853552194166355
200000000.0,1365,8,9,53.853552194166355
200000000.0,1365,8,10,52.853552194166355
200000000.0,1365,8,11,51.853552194166355
200000000.0,1365,8,12,50.853552194166355
200000000.0,1365,8,13,49.853552194166355
200000000.0,1365,8,14,48.853552194166355
200000000.0,1365,8,15,47.853552194166355
200000000.0,1365,9,0,61.853552194166355
200000000.0,1365,9,1,60.853552194166355
200000000.0,1365,9,2,59.853552194166355
200000000.0,1365,9,3,58.853552194166355
200000000.0,1365,9,4,57.853552194166355
200000000.0,1365,9,5,56.853552194166355
200000000.0,1365,9,6,55.853552194166355
200000000.0,1365,9,7,54.853552194166355
200000000.0,1365,9,8,53.853552194166355
200000000.0,1365,9,9,52.853552194166355
200000000.0,1365,9,10,51.853552194166355
200000000.0,1365,9,11,50.853552194166355
200000000.0,1365,9,12,49.853552194166355
200000000.0,1365,9,13,48.853552194166355
200000000.0,1365,9,14,47.853552194166355
200000000.0,1365,9,15,46.853552194166355
200000000.0,1365,10,0,60.853552194166355
200000000.0,1365,10,1,59.853552194166355
200000000.0,1365,10,2,58.853552194166355
200000000.0,1365,10,3,57.853552194166355
200000000.0,1365,10,4,56.853552194166355
200000000.0,1365,10,5,55.853552194166355
200000000.0,1365,10,6,54.853552194166355
200000000.0,1365,10,7,53.853552194166355
200000000.0,1365,10,8,52.853552194166355
200000000.0,1365,10,9,51.853552194166355
200000000.0,1365,10,10,50.853552194166355
200000000.0,1365,10,11,49.853552194166355
200000000.0,1365,10,12,48.853552194166355
200000000.0,1365,10,13,47.853552194166355
200000000.0,1365,10,14,46.853552194166355
200000000.0,1365,10,15,45.853552194166355
200000000.0,1365,11,0,59.853552194166355
200000000.0,1365,11,1,58.853552194166355
200000000.0,1365,11,2,57.853552194166355
200000000.0,1365,11,3,56.853552194166355
200000000.0,1365,11,4,55.853552194166355
200000000.0,1365,11,5,54.853552194166355
200000000.0,1365,11,6,53.853552194166355
200000000.0,1365,11,7,52.853552194166355
200000000.0,1365,11,8,51.853552194166355
200000000.0,1365,11,9,50.853552194166355
200000000.0,1365,11,10,49.853552194166355
200000000.0,1365,11,11,48.853552194166355
200000000.0,1365,11,12,47.853552194166355
200000000.0,1365,11,13,46.853552194166355
200000000.0,1365,11,14,45.853552194166355
200000000.0,1365,11,15,44.853552194166355
200000000.0,1365,12,0,58.853552194166355
200000000.0,1365,12,1,57.853552194166355
200000000.0,1365,12,2,56.853552194166355
200000000.0,1365,12,3,55.853552194166355
200000000.0,1365,12,4,54.853552194166355
200000000.0,1365,12,5,53.853552194166355
200000000.0,1365,12,6,52.853552194166355
200000000.0,1365,12,7,51.853552194166355
200000000.0,1365,12,8,50.853552194166355
200000000.0,1365,12,9,49.853552194166355
200000000.0,1365,12,10,48.853552194166355
200000000.0,1365,12,11,47.853552194166355
200000000.0,1365,12,12,46.853552194166355
200000000.0,1365,12,13,45.853552194166355
200000000.0,1365,12,14,44.853552194166355
200000000.0,1365,12,15,43.853552194166355
200000000.0,1365,13,0,57.853552194166355
200000000.0,1365,13,1,56.853552194166355
200000000.0,1365,13,2,55.853552194166355
200000000.0,1365,13,3,54.853552194166355
200000000.0,1365,13,4,53.853552194166355
200000000.0,1365,13,5,52.853552194166355
200000000.0,1365,13,6,51.853552194166355
200000000.0,1365,13,7,50.853552194166355
200000000.0,1365,13,8,49.853552194166355
200000000.0,1365,13,9,48.853552194166355
200000000.0,1365,13,10,47.853552194166355
200000000.0,1365,13,11,46.853552194166355
200000000.0,1365,13,12,45.853552194166355
200000000.0,1365,13,13,44.853552194166355
200000000.0,1365,13,14,43.853552194166355
200000000.0,1365,13,15,42.853552194166355
200000000.0,1365,14,0,56.853552194166355
200000000.0,1365,14,1,55.853552194166355
200000000.0,1365,14,2,54.853552194166355
200000000.0,1365,14,3,53.853552194166355
200000000.0,1365,14,4,52.853552194166355
200000000.0,1365,14,5,51.853552194166355
200000000.0,1365,14,6,50.853552194166355
200000000.0,1365,14,7,49.853552194166355
200000000.0,1365,14,8,48.853552194166355
200000000.0,1365,14,9,47.853552194166355
200000000.0,1365,14,10,46.853552194166355
200000000.0,1365,14,11,45.853552194166355
200000000.0,1365,14,12,44.853552194166355
200000000.0,1365,14,13,43.853552194166355
200000000.0,1365,14,14,42.853552194166355
200000000.0,1365,14,15,41.853552194166355
200000000.0,1365,15,0,55.853552194166355
200000000.0,1365,15,1,54.853552194166355
200000000.0,1365,15,2,53.853552194166355
200000000.0,1365,15,3,52.853552194166355
200000000.0,1365,15,4,51.853552194166355
200000000.0,1365,15,5,50.853552194166355
200000000.0,1365,15,6,49.853552194166355
200000000.0,1365,15,7,48.853552194166355
200000000.0,1365,15,8,47.853552194166355
200000000.0,1365,15,9,46.853552194166355
200000000.0,1365,15,10,45.853552194166355
200000000.0,1365,15,11,44.853552194166355
200000000.0,1365,15,12,43.853552194166355
200000000.0,1365,15,13,42.853552194166355
200000000.0,1365,15,14,41.853552194166355
200000000.0,1365,15,15,40.853552194166355
200000000.0,1370,0,0,70.885310509759
200000000.0,1370,0,1,69.885310509759
200000000.0,1370,0,2,68.885310509759
200000000.0,1370,0,3,67.885310509759
200000000.0,1370,0,4,66.885310509759
200000000.0,1370,0,5,65.885310509759
200000000.0,1370,0,6,64.885310509759
200000000.0,1370,0,7,63.885310509758995
200000000.0,1370,0,8,62.885310509758995
200000000.0,1370,0,9,61.885310509758995
200000000.0,1370,0,10,60.885310509758995
200000000.0,1370,0,11,59.885310509758995
200000000.0,1370,0,12,58.885310509758995
200000000.0,1370,0,13,57.885310509758995
200000000.0,1370,0,14,56.885310509758995
200000000.0,1370,0,15,55.885310509758995
200000000.0,1370,1,0,69.885310509759
200000000.0,1370,1,1,68.885310509759
200000000.0,1370,1,2,67.885310509759
200000000.0,1370,1,3,66.885310509759
200000000.0,1370,1,4,65.885310509759
200000000.0,1370,1,5,64.885310509759
200000000.0,1370,1,6,63.885310509758995
200000000.0,1370,1,7,62.885310509758995
200000000.0,1370,1,8,61.885310509758995
200000000.0,1370,1,9,60.885310509758995
200000000.0,1370,1,10,59.885310509758995
200000000.0,1370,1,11,58.885310509758995
200000000.0,1370,1,12,57.885310509758995
200000000.0,1370,1,13,56.885310509758995
200000000.0,1370,1,14,55.885310509758995
200000000.0,1370,1,15,54.885310509758995
200000000.0,1370,2,0,68.885310509759
200000000.0,1370,2,1,67.885310509759
200000000.0,1370,2,2,66.885310509759
200000000.0,1370,2,3,65.885310509759
200000000.0,1370,2,4,64.885310509759
200000000.0,1370,2,5,63.885310509758995
200000000.0,1370,2,6,62.885310509758995
200000000.0,1370,2,7,61.885310509758995
200000000.0,1370,2,8,60.885310509758995
200000000.0,1370,2,9,59.885310509758995
200000000.0,1370,2,10,58.885310509758995
200000000.0,1370,2,11,57.885310509758995
200000000.0,1370,2,12,56.885310509758995
200000000.0,1370,2,13,55.885310509758995
200000000.0,1370,2,14,54.885310509758995
200000000.0,1370,2,15,53.885310509758995
200000000.0,1370,3,0,67.885310509759
200000000.0,1370,3,1,66.885310509759
200000000.0,1370,3,2,65.885310509759
200000000.0,1370,3,3,64.885310509759
200000000.0,1370,3,4,63.885310509758995
200000000.0,1370,3,5,62.885310509758995
200000000.0,1370,3,6,61.885310509758995
200000000.0,1370,3,7,60.885310509758995
200000000.0,1370,3,8,59.885310509758995
200000000.0,1370,3,9,58.885310509758995
200000000.0,1370,3,10,57.885310509758995
200000000.0,1370,3,11,56.885310509758995
200000000.0,1370,3,12,55.885310509758995
200000000.0,1370,3,13,54.885310509758995
200000000.0,1370,3,14,53.885310509758995
200000000.0,1370,3,15,52.885310509758995
200000000.0,1370,4,0,66.885310509759
200000000.0,1370,4,1,65.885310509759
200000000.0,1370,4,2,64.885310509759
200000000.0,1370,4,3,63.885310509758995
200000000.0,1370,4,4,62.885310509758995
200000000.0,1370,4,5,61.885310509758995
200000000.0,1370,4,6,60.885310509758995
200000000.0,1370,4,7,59.885310509758995
200000000.0,1370,4,8,58.885310509758995
200000000.0,1370,4,9,57.885310509758995
200000000.0,1370,4,10,56.885310509758995
200000000.0,1370,4,11,55.885310509758995
200000000.0,1370,4,12,54.885310509758995
200000000.0,1370,4,13,53.885310509758995
200000000.0,1370,4,14,52.885310509758995
200000000.0,1370,4,15,51.885310509758995
200000000.0,1370,5,0,65.885310509759
200000000.0,1370,5,1,64.885310509759
200000000.0,1370,5,2,63.885310509758995
200000000.0,1370,5,3,62.885310509758995
200000000.0,1370,5,4,61.885310509758995
200000000.0,1370,5,5,60.885310509758995
200000000.0,1370,5,6,59.885310509758995
200000000.0,1370,5,7,58.885310509758995
200000000.0,1370,5,8,57.885310509758995
200000000.0,1370,5,9,56.885310509758995
200000000.0,1370,5,10,55.885310509758995
200000000.0,1370,5,11,54.885310509758995
200000000.0,1370,5,12,53.885310509758995
200000000.0,1370,5,13,52.885310509758995
200000000.0,1370,5,14,51.885310509758995
200000000.0,1370,5,15,50.885310509758995
200000000.0,1370,6,0,64.885310509759
200000000.0,1370,6,1,63.885310509758995
200000000.0,1370,6,2,62.885310509758995
200000000.0,1370,6,3,61.885310509758995
200000000.0,1370,6,4,60.885310509758995
200000000.0,1370,6,5,59.885310509758995
200000000.0,1370,6,6,58.885310509758995
200000000.0,1370,6,7,57.885310509758995
200000000.0,1370,6,8,56.885310509758995
200000000.0,1370,6,9,55.885310509758995
200000000.0,1370,6,10,54.885310509758995
200000000.0,1370,6,11,53.885310509758995
200000000.0,1370,6,12,52.885310509758995
200000000.0,1370,6,13,51.885310509758995
200000000.0,1370,6,14,50.885310509758995
200000000.0,1370,6,15,49.885310509758995
200000000.0,1370,7,0,63.885310509758995
200000000.0,1370,7,1,62.885310509758995
200000000.0,1370,7,2,61.885310509758995
200000000.0,1370,7,3,60.885310509758995
200000000.0,1370,7,4,59.885310509758995
200000000.0,1370,7,5,58.885310509758995
200000000.0,1370,7,6,57.885310509758995
200000000.0,1370,7,7,56.885310509758995
200000000.0,1370,7,8,55.885310509758995
200000000.0,1370,7,9,54.885310509758995
200000000.0,1370,7,10,53.885310509758995
200000000.0,1370,7,11,52.885310509758995
200000000.0,1370,7,12,51.885310509758995
200000000.0,1370,7,13,50.885310509758995
200000000.0,1370,7,14,49.885310509758995
200000000.0,1370,7,15,48.885310509758995
200000000.0,1370,8,0,62.885310509758995
200000000.0,1370,8,1,61.885310509758995
200000000.0,1370,8,2,60.885310509758995
200000000.0,1370,8,3,59.885310509758995
200000000.0,1370,8,4,58.885310509758995
200000000.0,1370,8,5,57.885310509758995
200000000.0,1370,8,6,56.885310509758995
200000000.0,1370,8,7,55.885310509758995
200000000.0,1370,8,8,54.885310509758995
200000000.0,1370,8,9,53.885310509758995
200000000.0,1370,8,10,52.885310509758995
200000000.0,1370,8,11,51.885310509758995
200000000.0,1370,8,12,50.885310509758995
200000000.0,1370,8,13,49.885310509758995
200000000.0,1370,8,14,48.885310509758995
200000000.0,1370,8,15,47.885310509758995
200000000.0,1370,9,0,61.885310509758995
200000000.0,1370,9,1,60.885310509758995
200000000.0,1370,9,2,59.885310509758995
200000000.0,1370,9,3,58.885310509758995
200000000.0,1370,9,4,57.885310509758995
200000000.0,1370,9,5,56.885310509758995
200000000.0,1370,9,6,55.885310509758995
200000000.0,1370,9,7,54.885310509758995
200000000.0,1370,9,8,53.885310509758995
200000000.0,1370,9,9,52.885310509758995
200000000.0,1370,9,10,51.885310509758995
200000000.0,1370,9,11,50.885310509758995
200000000.0,1370,9,12,49.885310509758995
200000000.0,1370,9,13,48.885310509758995
200000000.0,1370,9,14,47.885310509758995
200000000.0,1370,9,15,46.885310509758995
200000000.0,1370,10,0,60.885310509758995
200000000.0,1370,10,1,59.885310509758995
200000000.0,1370,10,2,58.885310509758995
200000000.0,1370,10,3,57.885310509758995
200000000.0,1370,10,4,56.885310509758995
200000000.0,1370,10,5,55.885310509758995
200000000.0,1370,10,6,54.885310509758995
200000000.0,1370,10,7,53.885310509758995
200000000.0,1370,10,8,52.885310509758995
200000000.0,1370,10,9,51.885310509758995
200000000.0,1370,10,10,50.885310509758995
200000000.0,1370,10,11,49.885310509758995
200000000.0,1370,10,12,48.885310509758995
200000000.0,1370,10,13,47.885310509758995
200000000.0,1370,10,14,46.885310509758995
200000000.0,1370,10,15,45.885310509758995
200000000.0,1370,11,0,59.885310509758995
200000000.0,1370,11,1,58.885310509758995
200000000.0,1370,11,2,57.885310509758995
200000000.0,1370,11,3,56.885310509758995
200000000.0,1370,11,4,55.885310509758995
200000000.0,1370,11,5,54.885310509758995
200000000.0,1370,11,6,53.885310509758995
200000000.0,1370,11,7,52.885310509758995
200000000.0,1370,11,8,51.885310509758995
200000000.0,1370,11,9,50.885310509758995
200000000.0,1370,11,10,49.885310509758995
200000000.0,1370,11,11,48.885310509758995
200000000.0,1370,11,12,47.885310509758995
200000000.0,1370,11,13,46.885310509758995
200000000.0,1370,11,14,45.885310509758995
200000000.0,1370,11,15,44.885310509758995
200000000.0,1370,12,0,58.885310509758995
200000000.0,1370,12,1,57.885310509758995
200000000.0,1370,12,2,56.885310509758995
200000000.0,1370,12,3,55.885310509758995
200000000.0,1370,12,4,54.885310509758995
200000000.0,1370,12,5,53.885310509758995
200000000.0,1370,12,6,52.885310509758995
200000000.0,1370,12,7,51.885310509758995
200000000.0,1370,12,8,50.885310509758995
200000000.0,1370,12,9,49.885310509758995
200000000.0,1370,12,10,48.885310509758995
200000000.0,1370,12,11,47.885310509758995
200000000.0,1370,12,12,46.885310509758995
200000000.0,1370,12,13,45.885310509758995
200000000.0,1370,12,14,44.885310509758995
200000000.0,1370,12,15,43.885310509758995
200000000.0,1370,13,0,57.885310509758995
200000000.0,1370,13,1,56.885310509758995
200000000.0,1370,13,2,55.885310509758995
200000000.0,1370,13,3,54.885310509758995
200000000.0,1370,13,4,53.885310509758995
200000000.0,1370,13,5,52.885310509758995
200000000.0,1370,13,6,51.885310509758995
200000000.0,1370,13,7,50.885310509758995
200000000.0,1370,13,8,49.885310509758995
200000000.0,1370,13,9,48.885310509758995
200000000.0,1370,13,10,47.885310509758995
200000000.0,1370,13,11,46.885310509758995
200000000.0,1370,13,12,45.885310509758995
200000000.0,1370,13,13,44.885310509758995
200000000.0,1370,13,14,43.885310509758995
200000000.0,1370,13,15,42.885310509758995
200000000.0,1370,14,0,56.885310509758995
200000000.0,1370,14,1,55.885310509758995
200000000.0,1370,14,2,54.885310509758995
200000000.0,1370,14,3,53.885310509758995
200000000.0,1370,14,4,52.885310509758995
200000000.0,1370,14,5,51.885310509758995
200000000.0,1370,14,6,50.885310509758995
200000000.0,1370,14,7,49.885310509758995
200000000.0,1370,14,8,48.885310509758995
200000000.0,1370,14,9,47.885310509758995
200000000.0,1370,14,10,46.885310509758995
200000000.0,1370,14,11,45.885310509758995
200000000.0,1370,14,12,44.885310509758995
200000000.0,1370,14,13,43.885310509758995
200000000.0,1370,14,14,42.885310509758995
200000000.0,1370,14,15,41.885310509758995
200000000.0,1370,15,0,55.885310509758995
200000000.0,1370,15,1,54.885310509758995
200000000.0,1370,15,2,53.885310509758995
200000000.0,1370,15,3,52.885310509758995
200000000.0,1370,15,4,51.885310509758995
200000000.0,1370,15,5,50.885310509758995
200000000.0,1370,15,6,49.885310509758995
200000000.0,1370,15,7,48.885310509758995
200000000.0,1370,15,8,47.885310509758995
200000000.0,1370,15,9,46.885310509758995
200000000.0,1370,15,10,45.885310509758995
200000000.0,1370,15,11,44.885310509758995
200000000.0,1370,15,12,43.885310509758995
200000000.0,1370,15,13,42.885310509758995
200000000.0,1370,15,14,41.885310509758995
200000000.0,1370,15,15,40.885310509758995
200000000.0,1375,0,0,70.91695312995648
200000000.0,1375,0,1,69.91695312995648
200000000.0,1375,0,2,68.91695312995648
200000000.0,1375,0,3,67.91695312995648
200000000.0,1375,0,4,66.91695312995648
200000000.0,1375,0,5,65.91695312995648
200000000.0,1375,0,6,64.91695312995648
200000000.0,1375,0,7,63.91695312995648
200000000.0,1375,0,8,62.91695312995648
200000000.0,1375,0,9,61.91695312995648
200000000.0,1375,0,10,60.91695312995648
200000000.0,1375,0,11,59.91695312995648
200000000.0,1375,0,12,58.91695312995648
200000000.0,1375,0,13,57.91695312995648
200000000.0,1375,0,14,56.91695312995648
200000000.0,1375,0,15,55.91695312995648
200000000.0,1375,1,0,69.91695312995648
200000000.0,1375,1,1,68.91695312995648
200000000.0,1375,1,2,67.91695312995648
200000000.0,1375,1,3,66.91695312995648
200000000.0,1375,1,4,65.91695312995648
200000000.0,1375,1,5,64.91695312995648
200000000.0,1375,1,6,63.91695312995648
200000000.0,1375,1,7,62.91695312995648
200000000.0,1375,1,8,61.91695312995648
200000000.0,1375,1,9,60.91695312995648
200000000.0,1375,1,10,59.91695312995648
200000000.0,1375,1,11,58.91695312995648
200000000.0,1375,1,12,57.91695312995648
200000000.0,1375,1,13,56.91695312995648
200000000.0,1375,1,14,55.91695312995648
200000000.0,1375,1,15,54.91695312995648
200000000.0,1375,2,0,68.91695312995648
200000000.0,1375,2,1,67.91695312995648
200000000.0,1375,2,2,66.91695312995648
200000000.0,1375,2,3,65.91695312995648
200000000.0,1375,2,4,64.91695312995648
200000000.0,1375,2,5,63.91695312995648
200000000.0,1375,2,6,62.91695312995648
200000000.0,1375,2,7,61.91695312995648
200000000.0,1375,2,8,60.91695312995648
200000000.0,1375,2,9,59.91695312995648
200000000.0,1375,2,10,58.91695312995648
200000000.0,1375,2,11,57.91695312995648
200000000.0,1375,2,12,56.91695312995648
200000000.0,1375,2,13,55.91695312995648
200000000.0,1375,2,14,54.91695312995648
200000000.0,1375,2,15,53.91695312995648
200000000.0,1375,3,0,67.91695312995648
200000000.0,1375,3,1,66.91695312995648
200000000.0,1375,3,2,65.91695312995648
200000000.0,1375,3,3,64.91695312995648
200000000.0,1375,3,4,63.91695312995648
200000000.0,1375,3,5,62.91695312995648
200000000.0,1375,3,6,61.91695312995648
200000000.0,1375,3,7,60.91695312995648
200000000.0,1375,3,8,59.91695312995648
200000000.0,1375,3,9,58.91695312995648
200000000.0,1375,3,10,57.91695312995648
200000000.0,1375,3,11,56.91695312995648
200000000.0,1375,3,12,55.91695312995648
200000000.0,1375,3,13,54.91695312995648
200000000.0,1375,3,14,53.91695312995648
200000000.0,1375,3,15,52.91695312995648
200000000.0,1375,4,0,66.91695312995648
200000000.0,1375,4,1,65.91695312995648
200000000.0,1375,4,2,64.91695312995648
200000000.0,1375,4,3,63.91695312995648
200000000.0,1375,4,4,62.91695312995648
200000000.0,1375,4,5,61.91695312995648
200000000.0,1375,4,6,60.91695312995648
200000000.0,1375,4,7,59.91695312995648
200000000.0,1375,4,8,58.91695312995648
200000000.0,1375,4,9,57.91695312995648
200000000.0,1375,4,10,56.91695312995648
200000000.0,1375,4,11,55.91695312995648
200000000.0,1375,4,12,54.91695312995648
200000000.0,1375,4,13,53.91695312995648
200000000.0,1375,4,14,52.91695312995648
200000000.0,1375,4,15,51.91695312995648
200000000.0,1375,5,0,65.91695312995648
200000000.0,1375,5,1,64.91695312995648
200000000.0,1375,5,2,63.91695312995648
200000000.0,1375,5,3,62.91695312995648
200000000.0,1375,5,4,61.91695312995648
200000000.0,1375,5,5,60.91695312995648
200000000.0,1375,5,6,59.91695312995648
200000000.0,1375,5,7,58.91695312995648
200000000.0,1375,5,8,57.91695312995648
200000000.0,1375,5,9,56.91695312995648
200000000.0,1375,5,10,55.91695312995648
200000000.0,1375,5,11,54.91695312995648
200000000.0,1375,5,12,53.91695312995648
200000000.0,1375,5,13,52.91695312995648
200000000.0,1375,5,14,51.91695312995648
200000000.0,1375,5,15,50.91695312995648
200000000.0,1375,6,0,64.91695312995648
200000000.0,1375,6,1,63.91695312995648
200000000.0,1375,6,2,62.91695312995648
200000000.0,1375,6,3,61.91695312995648
200000000.0,1375,6,4,60.91695312995648
200000000.0,1375,6,5,59.91695312995648
200000000.0,1375,6,6,58.91695312995648
200000000.0,1375,6,7,57.91695312995648
200000000.0,1375,6,8,56.91695312995648
200000000.0,1375,6,9,55.91695312995648
200000000.0,1375,6,10,54.91695312995648
200000000.0,1375,6,11,53.91695312995648
200000000.0,1375,6,12,52.91695312995648
200000000.0,1375,6,13,51.91695312995648
200000000.0,1375,6,14,50.91695312995648
200000000.0,1375,6,15,49.91695312995648
200000000.0,1375,7,0,63.91695312995648
200000000.0,1375,7,1,62.91695312995648
200000000.0,1375,7,2,61.91695312995648
200000000.0,1375,7,3,60.91695312995648
200000000.0,1375,7,4,59.91695312995648
200000000.0,1375,7,5,58.91695312995648
200000000.0,1375,7,6,57.91695312995648
200000000.0,1375,7,7,56.91695312995648
200000000.0,1375,7,8,55.91695312995648
200000000.0,1375,7,9,54.91695312995648
200000000.0,1375,7,10,53.91695312995648
200000000.0,1375,7,11,52.91695312995648
200000000.0,1375,7,12,51.91695312995648
200000000.0,1375,7,13,50.91695312995648
200000000.0,1375,7,14,49.91695312995648
200000000.0,1375,7,15,48.91695312995648
200000000.0,1375,8,0,62.91695312995648
200000000.0,1375,8,1,61.91695312995648
200000000.0,1375,8,2,60.91695312995648
200000000.0,1375,8,3,59.91695312995648
200000000.0,1375,8,4,58.91695312995648
200000000.0,1375,8,5,57.91695312995648
200000000.0,1375,8,6,56.91695312995648
200000000.0,1375,8,7,55.91695312995648
200000000.0,1375,8,8,54.91695312995648
200000000.0,1375,8,9,53.91695312995648
200000000.0,1375,8,10,52.91695312995648
200000000.0,1375,8,11,51.91695312995648
200000000.0,1375,8,12,50.91695312995648
200000000.0,1375,8,13,49.91695312995648
200000000.0,1375,8,14,48.91695312995648
200000000.0,1375,8,15,47.91695312995648
200000000.0,1375,9,0,61.91695312995648
200000000.0,1375,9,1,60.91695312995648
200000000.0,1375,9,2,59.91695312995648
200000000.0,1375,9,3,58.91695312995648
200000000.0,1375,9,4,57.91695312995648
200000000.0,1375,9,5,56.91695312995648
200000000.0,1375,9,6,55.91695312995648
200000000.0,1375,9,7,54.91695312995648
200000000.0,1375,9,8,53.91695312995648
200000000.0,1375,9,9,52.91695312995648
200000000.0,1375,9,10,51.91695312995648
200000000.0,1375,9,11,50.91695312995648
200000000.0,1375,9,12,49.91695312995648
200000000.0,1375,9,13,48.91695312995648
200000000.0,1375,9,14,47.91695312995648
200000000.0,1375,9,15,46.91695312995648
200000000.0,1375,10,0,60.91695312995648
200000000.0,1375,10,1,59.91695312995648
200000000.0,1375,10,2,58.91695312995648
200000000.0,1375,10,3,57.91695312995648
200000000.0,1375,10,4,56.91695312995648
200000000.0,1375,10,5,55.91695312995648
200000000.0,1375,10,6,54.91695312995648
200000000.0,1375,10,7,53.91695312995648
200000000.0,1375,10,8,52.91695312995648
200000000.0,1375,10,9,51.91695312995648
200000000.0,1375,10,10,50.91695312995648
200000000.0,1375,10,11,49.91695312995648
200000000.0,1375,10,12,48.91695312995648
200000000.0,1375,10,13,47.91695312995648
200000000.0,1375,10,14,46.91695312995648
200000000.0,1375,10,15,45.91695312995648
200000000.0,1375,11,0,59.91695312995648
200000000.0,1375,11,1,58.91695312995648
200000000.0,1375,11,2,57.91695312995648
200000000.0,1375,11,3,56.91695312995648
200000000.0,1375,11,4,55.91695312995648
200000000.0,1375,11,5,54.91695312995648
200000000.0,1375,11,6,53.91695312995648
200000000.0,1375,11,7,52.91695312995648
200000000.0,1375,11,8,51.91695312995648
200000000.0,1375,11,9,50.91695312995648
200000000.0,1375,11,10,49.91695312995648
200000000.0,1375,11,11,48.91695312995648
200000000.0,1375,11,12,47.91695312995648
200000000.0,1375,11,13,46.91695312995648
200000000.0,1375,11,14,45.91695312995648
200000000.0,1375,11,15,44.91695312995648
200000000.0,1375,12,0,58.91695312995648
